situation,domain,emotions,negative_thought,distortions,prefix,input_text,target_text
My boyfriend forgot my birthday even though I went to a lot of effort for his birthday a couple months ago. ,Romantic,"Hurt, Resentment, Anger, ",He must not really care about me if he doesn't remember my birthday.,"Jumping to Conclusions (Mind Reading), ",cbt,My boyfriend forgot my birthday even though I went to a lot of effort for his birthday a couple months ago.  He must not really care about me if he doesn't remember my birthday.,He probably doesnt like me as much as i thought or he got bored of me.How can he of all people forgot my birthday
My boyfriend forgot my birthday even though I went to a lot of effort for his birthday a couple months ago. ,Romantic,"Hurt, Resentment, Anger, ",He should know how important my birthday is. I do so much for him and he doesn't do anything for me!,"Overgeneralization, Disqualifying the Positive, Should Statements, ",cbt,My boyfriend forgot my birthday even though I went to a lot of effort for his birthday a couple months ago.  He should know how important my birthday is. I do so much for him and he doesn't do anything for me!,"Everyone shows their love in different ways. Someone can show with actions, other with words but doesn't mean someone is wrong and the other person is right. "
My boyfriend forgot my birthday even though I went to a lot of effort for his birthday a couple months ago. ,Romantic,"Hurt, Resentment, Anger, ",He should know how important my birthday is. I do so much for him and he doesn't do anything for me!,"Overgeneralization, Disqualifying the Positive, Should Statements, ",cbt,My boyfriend forgot my birthday even though I went to a lot of effort for his birthday a couple months ago.  He should know how important my birthday is. I do so much for him and he doesn't do anything for me!,"I know he cares about me, if it wasn´t like that we wouldn´t be dating at all, I mean, we wouldn´t have such interest and attraction towards eachother. I need to calm down, and think that anybody could forget a date on the calendar, and really, celebrating getting older with the passing time isn´t very cheery at all, haha! Plus, he could be busy with very important stuff right now, stuff that he needs to sort out."
My boyfriend forgot my birthday even though I went to a lot of effort for his birthday a couple months ago. ,Romantic,"Hurt, Resentment, Anger, ",He should know how important my birthday is. I do so much for him and he doesn't do anything for me!,"Overgeneralization, Disqualifying the Positive, Should Statements, ",cbt,My boyfriend forgot my birthday even though I went to a lot of effort for his birthday a couple months ago.  He should know how important my birthday is. I do so much for him and he doesn't do anything for me!,Its a very important day for me but not so much for him it seems.What did i even do wrong?Did he find someone else or he just wants to break out with me
I have a recurring infection and when I went to see my doctor for the third time she seemed irritated and said with a sigh “All I can do is write another prescription. Be sure you take it as prescribed.” I always do as she says but she seemed to accuse me anyway. ,Social,"Guilt, Self-blame, ",She thinks I'm not following her advice and is angry with me for not getting rid of this infection.,"Jumping to Conclusions (Mind Reading), ",cbt,I have a recurring infection and when I went to see my doctor for the third time she seemed irritated and said with a sigh “All I can do is write another prescription. Be sure you take it as prescribed.” I always do as she says but she seemed to accuse me anyway.  She thinks I'm not following her advice and is angry with me for not getting rid of this infection.,There is no reason to think she is annoyed with you. I bet she just feels frustrated herself that she isn't able to help in a more constructive way. You have been doing as much as you can and she knows that. 
I have a recurring infection and when I went to see my doctor for the third time she seemed irritated and said with a sigh “All I can do is write another prescription. Be sure you take it as prescribed.” I always do as she says but she seemed to accuse me anyway. ,Social,"Guilt, Self-blame, ",She thinks I'm not following her advice and is angry with me for not getting rid of this infection.,"Jumping to Conclusions (Mind Reading), ",cbt,I have a recurring infection and when I went to see my doctor for the third time she seemed irritated and said with a sigh “All I can do is write another prescription. Be sure you take it as prescribed.” I always do as she says but she seemed to accuse me anyway.  She thinks I'm not following her advice and is angry with me for not getting rid of this infection.,"Sometimes people don't do what the doctors say so that's why she could have said that, if that's not your case you should tell her.
She could also have been having a bad day and that's why she said that in that way.
Also you can as for another treatment, that one might not work on you"
I have a recurring infection and when I went to see my doctor for the third time she seemed irritated and said with a sigh “All I can do is write another prescription. Be sure you take it as prescribed.” I always do as she says but she seemed to accuse me anyway. ,Social,"Guilt, Self-blame, ",I feel guilty so I must be doing something wrong and I should be more careful in following her instructions.,"Emotional Reasoning, Should Statements, ",cbt,I have a recurring infection and when I went to see my doctor for the third time she seemed irritated and said with a sigh “All I can do is write another prescription. Be sure you take it as prescribed.” I always do as she says but she seemed to accuse me anyway.  I feel guilty so I must be doing something wrong and I should be more careful in following her instructions.,"Listen, it is honestly hard to imagine that you are doing anything wrong here. I'd say she just wants to be able to help you, but she can't think of a way to help. All you can do is follow the instructions and I'd say you have been doing that excellently because I know the condition is really bothering you. "
I have a recurring infection and when I went to see my doctor for the third time she seemed irritated and said with a sigh “All I can do is write another prescription. Be sure you take it as prescribed.” I always do as she says but she seemed to accuse me anyway. ,Social,"Guilt, Self-blame, ",I feel guilty so I must be doing something wrong and I should be more careful in following her instructions.,"Emotional Reasoning, Should Statements, ",cbt,I have a recurring infection and when I went to see my doctor for the third time she seemed irritated and said with a sigh “All I can do is write another prescription. Be sure you take it as prescribed.” I always do as she says but she seemed to accuse me anyway.  I feel guilty so I must be doing something wrong and I should be more careful in following her instructions.,"You should not feel guilty if you did what she told you, you can't control your body and you can still have the infection for a lot of different reasons.
"
My daughter wants to go to a movie with her friends but we have family plans. I don't want to tell her “no” because she will be so disappointed and she'll be angry with me. But I think it is important we spend time together as a family. ,Family,"Guilt, Uncertainty, ",When she gets upset with me I feel like I'm a bad parent. I shouldn't upset her because I don't want her to be sad. ,"Emotional Reasoning, Should Statements, Personalization and Blaming, ",cbt,My daughter wants to go to a movie with her friends but we have family plans. I don't want to tell her “no” because she will be so disappointed and she'll be angry with me. But I think it is important we spend time together as a family.  When she gets upset with me I feel like I'm a bad parent. I shouldn't upset her because I don't want her to be sad. ,"Sometimes I have to say no, even if it makes someone sad. One quarrel won't decide if I'm a bad parent or if I'm not. Family is important and friends can wait."
My daughter wants to go to a movie with her friends but we have family plans. I don't want to tell her “no” because she will be so disappointed and she'll be angry with me. But I think it is important we spend time together as a family. ,Family,"Guilt, Uncertainty, ",When she gets upset with me I feel like I'm a bad parent. I shouldn't upset her because I don't want her to be sad. ,"Emotional Reasoning, Should Statements, Personalization and Blaming, ",cbt,My daughter wants to go to a movie with her friends but we have family plans. I don't want to tell her “no” because she will be so disappointed and she'll be angry with me. But I think it is important we spend time together as a family.  When she gets upset with me I feel like I'm a bad parent. I shouldn't upset her because I don't want her to be sad. ,"I shouldn't feel like a bad parent when she gets upset with me. We can work on our communication to reach a middle ground. Things aren't black and white, and resolutions aren't usually either."
My daughter wants to go to a movie with her friends but we have family plans. I don't want to tell her “no” because she will be so disappointed and she'll be angry with me. But I think it is important we spend time together as a family. ,Family,"Guilt, Uncertainty, ",When she gets upset with me I feel like I'm a bad parent. I shouldn't upset her because I don't want her to be sad. ,"Emotional Reasoning, Should Statements, Personalization and Blaming, ",cbt,My daughter wants to go to a movie with her friends but we have family plans. I don't want to tell her “no” because she will be so disappointed and she'll be angry with me. But I think it is important we spend time together as a family.  When she gets upset with me I feel like I'm a bad parent. I shouldn't upset her because I don't want her to be sad. ,"Parents consent to their children, I should do the same to be okay with her."
My daughter wants to go to a movie with her friends but we have family plans. I don't want to tell her “no” because she will be so disappointed and she'll be angry with me. But I think it is important we spend time together as a family. ,Family,"Guilt, Uncertainty, ",Her friends might not like her if she can't do things with them.,"Jumping to Conclusions (Fortune Teller Error), Magnification, ",cbt,My daughter wants to go to a movie with her friends but we have family plans. I don't want to tell her “no” because she will be so disappointed and she'll be angry with me. But I think it is important we spend time together as a family.  Her friends might not like her if she can't do things with them.,I shouldn't think that her friends won't like her because she couldn't go once with them. They will accept her decision and they won't be mad at her.
My daughter wants to go to a movie with her friends but we have family plans. I don't want to tell her “no” because she will be so disappointed and she'll be angry with me. But I think it is important we spend time together as a family. ,Family,"Guilt, Uncertainty, ",Her friends might not like her if she can't do things with them.,"Jumping to Conclusions (Fortune Teller Error), Magnification, ",cbt,My daughter wants to go to a movie with her friends but we have family plans. I don't want to tell her “no” because she will be so disappointed and she'll be angry with me. But I think it is important we spend time together as a family.  Her friends might not like her if she can't do things with them.,"She can create a balance between family and friends, and spending time with each according to how she feels. She's not responsible for her friends reactions and feelings, and I don't know what those reactions would be either, I'm jumping to conclusions by seeing the picture from my own flawed point of view."
My daughter wants to go to a movie with her friends but we have family plans. I don't want to tell her “no” because she will be so disappointed and she'll be angry with me. But I think it is important we spend time together as a family. ,Family,"Guilt, Uncertainty, ",Her friends might not like her if she can't do things with them.,"Jumping to Conclusions (Fortune Teller Error), Magnification, ",cbt,My daughter wants to go to a movie with her friends but we have family plans. I don't want to tell her “no” because she will be so disappointed and she'll be angry with me. But I think it is important we spend time together as a family.  Her friends might not like her if she can't do things with them.,"Friends must understand when they have family responsibilities, I would not consider them friends of my daughter if they do not understand that point."
I asked my husband if he wanted to go out this weekend for a dinner and a movie and he answered “I don't care.” ,Romantic,"Disappointment, Hurt, ",He's not showing any excitement about going out with me so he must not really want to. He probably has other things he would rather do.,"Jumping to Conclusions (Mind Reading), ",cbt,I asked my husband if he wanted to go out this weekend for a dinner and a movie and he answered “I don't care.”  He's not showing any excitement about going out with me so he must not really want to. He probably has other things he would rather do.,it is very possible that there is no time during the weekend 
I asked my husband if he wanted to go out this weekend for a dinner and a movie and he answered “I don't care.” ,Romantic,"Disappointment, Hurt, ",He's not showing any excitement about going out with me so he must not really want to. He probably has other things he would rather do.,"Jumping to Conclusions (Mind Reading), ",cbt,I asked my husband if he wanted to go out this weekend for a dinner and a movie and he answered “I don't care.”  He's not showing any excitement about going out with me so he must not really want to. He probably has other things he would rather do.,"He must have a lot on his mind at the moment, perhaps I should talk to him. "
I asked my husband if he wanted to go out this weekend for a dinner and a movie and he answered “I don't care.” ,Romantic,"Disappointment, Hurt, ",Maybe he's not attracted to me. He must not love me the way he used to. What a jerk!,"Magnification, Labeling, ",cbt,I asked my husband if he wanted to go out this weekend for a dinner and a movie and he answered “I don't care.”  Maybe he's not attracted to me. He must not love me the way he used to. What a jerk!,I shouldn't think so without any evidence
I asked my husband if he wanted to go out this weekend for a dinner and a movie and he answered “I don't care.” ,Romantic,"Disappointment, Hurt, ",Maybe he's not attracted to me. He must not love me the way he used to. What a jerk!,"Magnification, Labeling, ",cbt,I asked my husband if he wanted to go out this weekend for a dinner and a movie and he answered “I don't care.”  Maybe he's not attracted to me. He must not love me the way he used to. What a jerk!,He probably thinks I am still attractive and I should definitely express my concerns and insecurities to him. 
I was angry about a situation at work. When I came home I told my wife I needed to be alone and went to my office. She followed me to my office asking questions. She wouldn't leave me alone and I exploded at her yelling at her to leave me alone. ,Romantic,"Anger, Shame, ",I think she was deliberately trying to aggravate me. She knew I needed to be alone,"Jumping to Conclusions (Mind Reading), ",cbt,I was angry about a situation at work. When I came home I told my wife I needed to be alone and went to my office. She followed me to my office asking questions. She wouldn't leave me alone and I exploded at her yelling at her to leave me alone.  I think she was deliberately trying to aggravate me. She knew I needed to be alone,"She wanted to know why I'm upset, to try and help me."
I was angry about a situation at work. When I came home I told my wife I needed to be alone and went to my office. She followed me to my office asking questions. She wouldn't leave me alone and I exploded at her yelling at her to leave me alone. ,Romantic,"Anger, Shame, ",I think she was deliberately trying to aggravate me. She knew I needed to be alone,"Jumping to Conclusions (Mind Reading), ",cbt,I was angry about a situation at work. When I came home I told my wife I needed to be alone and went to my office. She followed me to my office asking questions. She wouldn't leave me alone and I exploded at her yelling at her to leave me alone.  I think she was deliberately trying to aggravate me. She knew I needed to be alone,My wife was concerned for me and I should apologise 
I was angry about a situation at work. When I came home I told my wife I needed to be alone and went to my office. She followed me to my office asking questions. She wouldn't leave me alone and I exploded at her yelling at her to leave me alone. ,Romantic,"Anger, Shame, ",I'm such a jerk. She didn't deserve to be yelled at. I should have controlled myself.,"Should Statements, Labeling, ",cbt,I was angry about a situation at work. When I came home I told my wife I needed to be alone and went to my office. She followed me to my office asking questions. She wouldn't leave me alone and I exploded at her yelling at her to leave me alone.  I'm such a jerk. She didn't deserve to be yelled at. I should have controlled myself.,"Even though I told her I needed to be alone, I shouldn't have raised my voice."
I was angry about a situation at work. When I came home I told my wife I needed to be alone and went to my office. She followed me to my office asking questions. She wouldn't leave me alone and I exploded at her yelling at her to leave me alone. ,Romantic,"Anger, Shame, ",I'm such a jerk. She didn't deserve to be yelled at. I should have controlled myself.,"Should Statements, Labeling, ",cbt,I was angry about a situation at work. When I came home I told my wife I needed to be alone and went to my office. She followed me to my office asking questions. She wouldn't leave me alone and I exploded at her yelling at her to leave me alone.  I'm such a jerk. She didn't deserve to be yelled at. I should have controlled myself.,"I was angry, and shouldn’t have yelled. It is hard to control myself "
My husband wants me to attend a work event with him but I don't want to. I don't know anyone there that well and really don't enjoy it. He said I didn't have to go but I know he wants me to. ,Romantic,"Conflicted, Annoyed, ",I should go to the event because I want to make him happy. He will be upset with me if I'm not there to support him. ,"Jumping to Conclusions (Mind Reading), Should Statements, ",cbt,My husband wants me to attend a work event with him but I don't want to. I don't know anyone there that well and really don't enjoy it. He said I didn't have to go but I know he wants me to.  I should go to the event because I want to make him happy. He will be upset with me if I'm not there to support him. ,"I think that her husband doesn't really mind if she goes or not, it's her choice but she should probably go just to be with him and to make new contacts or friendships."
My husband wants me to attend a work event with him but I don't want to. I don't know anyone there that well and really don't enjoy it. He said I didn't have to go but I know he wants me to. ,Romantic,"Conflicted, Annoyed, ",I should go to the event because I want to make him happy. He will be upset with me if I'm not there to support him. ,"Jumping to Conclusions (Mind Reading), Should Statements, ",cbt,My husband wants me to attend a work event with him but I don't want to. I don't know anyone there that well and really don't enjoy it. He said I didn't have to go but I know he wants me to.  I should go to the event because I want to make him happy. He will be upset with me if I'm not there to support him. ,Your husband wants you to go because he is proud of you and knows that his colleagues will be impressed. 
My husband wants me to attend a work event with him but I don't want to. I don't know anyone there that well and really don't enjoy it. He said I didn't have to go but I know he wants me to. ,Romantic,"Conflicted, Annoyed, ",I should go to the event because I want to make him happy. He will be upset with me if I'm not there to support him. ,"Jumping to Conclusions (Mind Reading), Should Statements, ",cbt,My husband wants me to attend a work event with him but I don't want to. I don't know anyone there that well and really don't enjoy it. He said I didn't have to go but I know he wants me to.  I should go to the event because I want to make him happy. He will be upset with me if I'm not there to support him. ,"I should talk with him. He wants me to do something against my will. He could for example intoduce me with people around there. Maybe I am a shy person, he should know me, he is my husband."
My husband wants me to attend a work event with him but I don't want to. I don't know anyone there that well and really don't enjoy it. He said I didn't have to go but I know he wants me to. ,Romantic,"Conflicted, Annoyed, ",Why should I have to go? He doesn't do things that are important to me. Last week he didn't go to my family dinner with me--he should have known how important it was to me.,"Overgeneralization, Mental Filter, Should Statements, ",cbt,My husband wants me to attend a work event with him but I don't want to. I don't know anyone there that well and really don't enjoy it. He said I didn't have to go but I know he wants me to.  Why should I have to go? He doesn't do things that are important to me. Last week he didn't go to my family dinner with me--he should have known how important it was to me.,Just because he missed an important family dinner doesn't mean that she should reject his invitation. He probably had his reason for not going to the family dinner and i think they should discuss about it.
My husband wants me to attend a work event with him but I don't want to. I don't know anyone there that well and really don't enjoy it. He said I didn't have to go but I know he wants me to. ,Romantic,"Conflicted, Annoyed, ",Why should I have to go? He doesn't do things that are important to me. Last week he didn't go to my family dinner with me--he should have known how important it was to me.,"Overgeneralization, Mental Filter, Should Statements, ",cbt,My husband wants me to attend a work event with him but I don't want to. I don't know anyone there that well and really don't enjoy it. He said I didn't have to go but I know he wants me to.  Why should I have to go? He doesn't do things that are important to me. Last week he didn't go to my family dinner with me--he should have known how important it was to me.,You don't have to go but you always enjoy such events when you are there and it will be a good night out. It should enhance your relationship and perhaps persuade your husband that he should go to the next family occassion
My husband wants me to attend a work event with him but I don't want to. I don't know anyone there that well and really don't enjoy it. He said I didn't have to go but I know he wants me to. ,Romantic,"Conflicted, Annoyed, ",Why should I have to go? He doesn't do things that are important to me. Last week he didn't go to my family dinner with me--he should have known how important it was to me.,"Overgeneralization, Mental Filter, Should Statements, ",cbt,My husband wants me to attend a work event with him but I don't want to. I don't know anyone there that well and really don't enjoy it. He said I didn't have to go but I know he wants me to.  Why should I have to go? He doesn't do things that are important to me. Last week he didn't go to my family dinner with me--he should have known how important it was to me.,"He's a little too strict. Maybe he's a workaholic.
He wasn't on family dinner and I still don't know why. Maybe he couldn't appear for a good reason, I should talk with him."
My son doesn't take out the trash when I ask him to. ,Family,"Irritated, Annoyed, ",I told him the garbage was piling up. He should know that I want him to take it out but he is just lazy and inconsiderate. I shouldn't even have to tell him!,"Jumping to Conclusions (Mind Reading), Should Statements, Labeling, ",cbt,My son doesn't take out the trash when I ask him to.  I told him the garbage was piling up. He should know that I want him to take it out but he is just lazy and inconsiderate. I shouldn't even have to tell him!,"My son is just a teenager and has his own problems to deal with, but I should talk with him anyways becouse he need to take care of this house as much as rest of our family."
My son doesn't take out the trash when I ask him to. ,Family,"Irritated, Annoyed, ",I told him the garbage was piling up. He should know that I want him to take it out but he is just lazy and inconsiderate. I shouldn't even have to tell him!,"Jumping to Conclusions (Mind Reading), Should Statements, Labeling, ",cbt,My son doesn't take out the trash when I ask him to.  I told him the garbage was piling up. He should know that I want him to take it out but he is just lazy and inconsiderate. I shouldn't even have to tell him!,"I told him the garbage was piling up, I said him I need his help to take it out together"
My best friend started dating my boyfriend after I broke up with him. ,Friends,"Hurt, Angry, ",How can she be so inconsiderate? She should know that would hurt me. I would never do that to her! I know she asked if it was okay but I was so shocked by it I said it was okay. But how could someone even ask that?,"Jumping to Conclusions (Mind Reading), Should Statements, ",cbt,My best friend started dating my boyfriend after I broke up with him.  How can she be so inconsiderate? She should know that would hurt me. I would never do that to her! I know she asked if it was okay but I was so shocked by it I said it was okay. But how could someone even ask that?,Her friend thinks she is okay with their relationship. She should tell her.
My best friend started dating my boyfriend after I broke up with him. ,Friends,"Hurt, Angry, ",How can she be so inconsiderate? She should know that would hurt me. I would never do that to her! I know she asked if it was okay but I was so shocked by it I said it was okay. But how could someone even ask that?,"Jumping to Conclusions (Mind Reading), Should Statements, ",cbt,My best friend started dating my boyfriend after I broke up with him.  How can she be so inconsiderate? She should know that would hurt me. I would never do that to her! I know she asked if it was okay but I was so shocked by it I said it was okay. But how could someone even ask that?,If you have finished with him then you must accept that he might dated with any other person you know.
My best friend started dating my boyfriend after I broke up with him. ,Friends,"Hurt, Angry, ",Maybe it is me--I must not be a very good friend to her.,"Personalization and Blaming, ",cbt,My best friend started dating my boyfriend after I broke up with him.  Maybe it is me--I must not be a very good friend to her.,Her friend should know she doesn`t approve that because she's her best friend.
My best friend started dating my boyfriend after I broke up with him. ,Friends,"Hurt, Angry, ",Maybe it is me--I must not be a very good friend to her.,"Personalization and Blaming, ",cbt,My best friend started dating my boyfriend after I broke up with him.  Maybe it is me--I must not be a very good friend to her.,That is not necessarily the case
"Once again, someone else was promoted at work even though I have been there longer. ",Work,"Upset, Annoyed, ",I am so unlucky. Nothing good ever happens for me. ,"Overgeneralization, Mental Filter, Labeling, ",cbt,"Once again, someone else was promoted at work even though I have been there longer.  I am so unlucky. Nothing good ever happens for me. ","Someone else once again was promoted at work I think I should a little bit harder and get better at my job, and then talk to my employer and ask him if I can be promoted by showing him my good work."
"Once again, someone else was promoted at work even though I have been there longer. ",Work,"Upset, Annoyed, ",I am so unlucky. Nothing good ever happens for me. ,"Overgeneralization, Mental Filter, Labeling, ",cbt,"Once again, someone else was promoted at work even though I have been there longer.  I am so unlucky. Nothing good ever happens for me. ",I'm pretty sure I haven't done anything to get promoted but I'm still going to complain
"Once again, someone else was promoted at work even though I have been there longer. ",Work,"Upset, Annoyed, ",He probably has connections. And it is so unfair. I've worked here longer so they should promote me.,"Should Statements, Personalization and Blaming, ",cbt,"Once again, someone else was promoted at work even though I have been there longer.  He probably has connections. And it is so unfair. I've worked here longer so they should promote me.","Someone else once again was promoted at work, I think my emloyer is not only looking for how long someone is working here but how good they are at that work if I just improve at my work I could get promoted too."
"Once again, someone else was promoted at work even though I have been there longer. ",Work,"Upset, Annoyed, ",He probably has connections. And it is so unfair. I've worked here longer so they should promote me.,"Should Statements, Personalization and Blaming, ",cbt,"Once again, someone else was promoted at work even though I have been there longer.  He probably has connections. And it is so unfair. I've worked here longer so they should promote me.",He probably did something that I didn't and that's why he was promoted
"My boss is being unreasonable in her expectations for overtime but I can't say ""no."" ",Work,"Frustration, Fear, ",My boss is very demanding and critical. I know that if I refuse to stay late she will fire me. ,"Jumping to Conclusions (Fortune Teller Error), Labeling, ",cbt,"My boss is being unreasonable in her expectations for overtime but I can't say ""no.""  My boss is very demanding and critical. I know that if I refuse to stay late she will fire me. ","(stating that this is a scenario and not a real thing) My boss is demanding for a reason, I might be not as productive as expected but I can start from there and get better so that there will not be any reason to be demanding. My boss  might be wrong in expressing this behavior but we all pass through tough moments and so might happen to my boss as well."
"My boss is being unreasonable in her expectations for overtime but I can't say ""no."" ",Work,"Frustration, Fear, ",My boss is very demanding and critical. I know that if I refuse to stay late she will fire me. ,"Jumping to Conclusions (Fortune Teller Error), Labeling, ",cbt,"My boss is being unreasonable in her expectations for overtime but I can't say ""no.""  My boss is very demanding and critical. I know that if I refuse to stay late she will fire me. ","He doesn't understand when I try to reason with him, he can lower my salary, put me in more work or fire me."
"My boss is being unreasonable in her expectations for overtime but I can't say ""no."" ",Work,"Frustration, Fear, ",I really don't have any options. She won't listen to reason.,"Jumping to Conclusions (Mind Reading), Magnification, ",cbt,"My boss is being unreasonable in her expectations for overtime but I can't say ""no.""  I really don't have any options. She won't listen to reason.",I can try to check what is expected from me and talk to my boss about my feelings. She will understand as she is a human being as well.
"My boss is being unreasonable in her expectations for overtime but I can't say ""no."" ",Work,"Frustration, Fear, ",I really don't have any options. She won't listen to reason.,"Jumping to Conclusions (Mind Reading), Magnification, ",cbt,"My boss is being unreasonable in her expectations for overtime but I can't say ""no.""  I really don't have any options. She won't listen to reason.","I won't even try to reason with her, it can backfire for me, I better just keep holding on until I can get another job."
"My adult daughter repeatedly speaks to me with sarcastic intonations in spite of my numerous requests for her to ""try to talk nice."" She rolls her eyes and smirks at me openly, then when I get upset/hurt, she says I'm making a big deal about nothing, and tells me I drive her crazy. ",Family,"Frustration, Sadness, ",I am heart-broken because my daughter doesn't care about my feelings. She treats me disrespectfully and only calls me when she needs my help.,"Mental Filter, Jumping to Conclusions (Mind Reading), ",cbt,"My adult daughter repeatedly speaks to me with sarcastic intonations in spite of my numerous requests for her to ""try to talk nice."" She rolls her eyes and smirks at me openly, then when I get upset/hurt, she says I'm making a big deal about nothing, and tells me I drive her crazy.  I am heart-broken because my daughter doesn't care about my feelings. She treats me disrespectfully and only calls me when she needs my help.",maybe my daughter has a problem that she cannot cope with?
"My adult daughter repeatedly speaks to me with sarcastic intonations in spite of my numerous requests for her to ""try to talk nice."" She rolls her eyes and smirks at me openly, then when I get upset/hurt, she says I'm making a big deal about nothing, and tells me I drive her crazy. ",Family,"Frustration, Sadness, ",I am heart-broken because my daughter doesn't care about my feelings. She treats me disrespectfully and only calls me when she needs my help.,"Mental Filter, Jumping to Conclusions (Mind Reading), ",cbt,"My adult daughter repeatedly speaks to me with sarcastic intonations in spite of my numerous requests for her to ""try to talk nice."" She rolls her eyes and smirks at me openly, then when I get upset/hurt, she says I'm making a big deal about nothing, and tells me I drive her crazy.  I am heart-broken because my daughter doesn't care about my feelings. She treats me disrespectfully and only calls me when she needs my help.","I shouldn't worry too much about it, she is an adult so she knows what she is doing. She may have some problems and I should try to help her with them"
My friend has left several messages for me about going to lunch. ,Friends,"Overwhelmed, Embarrassed, ",My depression is so bad I just don't feel like being social. But I should call my friend. She will think I am a horrible person for not returning her call.,"Jumping to Conclusions (Mind Reading), Should Statements, Labeling, ",cbt,My friend has left several messages for me about going to lunch.  My depression is so bad I just don't feel like being social. But I should call my friend. She will think I am a horrible person for not returning her call.,"I can take some time for me and not feel forced to be social. Everybody has those moments that doesn't really want to interact. I didn't return a call but she will understand that I might be busy or can't take the call it's not compulsory and I was not doing anything bad. But also, I could consider (any time soon) to meet her so to distract a little bit and I could even talk her about my feelings, that might help and make her happy about going lunch together."
My friend has left several messages for me about going to lunch. ,Friends,"Overwhelmed, Embarrassed, ",My depression is so bad I just don't feel like being social. But I should call my friend. She will think I am a horrible person for not returning her call.,"Jumping to Conclusions (Mind Reading), Should Statements, Labeling, ",cbt,My friend has left several messages for me about going to lunch.  My depression is so bad I just don't feel like being social. But I should call my friend. She will think I am a horrible person for not returning her call.,I am feeling sad but atleast  should return my friend calls or she will get worried about me.
My friend has left several messages for me about going to lunch. ,Friends,"Overwhelmed, Embarrassed, ", I am so lazy and weak that I can't do a simple thing like calling my friend.,"Labeling, ",cbt,My friend has left several messages for me about going to lunch.   I am so lazy and weak that I can't do a simple thing like calling my friend.,I am focusing too much into negative feelings that it's hitting back on my life. It's time I should move on and call my friend in order to change my vibe :-)
My friend has left several messages for me about going to lunch. ,Friends,"Overwhelmed, Embarrassed, ", I am so lazy and weak that I can't do a simple thing like calling my friend.,"Labeling, ",cbt,My friend has left several messages for me about going to lunch.   I am so lazy and weak that I can't do a simple thing like calling my friend.,I don't feel like talking to my friend or doing anything today.
My wife was talking to another man and touched him on the arm. I questioned her after about her behavior and liking him. ,Romantic,"Jealous, Angry, ",She likes him. What if she wants him and leaves me? I can't compete with him. ,"Jumping to Conclusions (Mind Reading), Jumping to Conclusions (Fortune Teller Error), Magnification, ",cbt,My wife was talking to another man and touched him on the arm. I questioned her after about her behavior and liking him.  She likes him. What if she wants him and leaves me? I can't compete with him. ,Everyone has a group of people who they hang out with. There is nothing wrong about that. He is just your wife's acquaintance.
My wife was talking to another man and touched him on the arm. I questioned her after about her behavior and liking him. ,Romantic,"Jealous, Angry, ",She likes him. What if she wants him and leaves me? I can't compete with him. ,"Jumping to Conclusions (Mind Reading), Jumping to Conclusions (Fortune Teller Error), Magnification, ",cbt,My wife was talking to another man and touched him on the arm. I questioned her after about her behavior and liking him.  She likes him. What if she wants him and leaves me? I can't compete with him. ,"We are people, she can like him, but we are in a relationship, we love and respect each other.
"
My wife was talking to another man and touched him on the arm. I questioned her after about her behavior and liking him. ,Romantic,"Jealous, Angry, ",Other women have cheated on me. I feel I can't trust her.,"Overgeneralization, Emotional Reasoning, ",cbt,My wife was talking to another man and touched him on the arm. I questioned her after about her behavior and liking him.  Other women have cheated on me. I feel I can't trust her.,"If she was not trustful person, you wouldn't marry her. Don't judge people at whole if you base on one situation only."
My wife was talking to another man and touched him on the arm. I questioned her after about her behavior and liking him. ,Romantic,"Jealous, Angry, ",Other women have cheated on me. I feel I can't trust her.,"Overgeneralization, Emotional Reasoning, ",cbt,My wife was talking to another man and touched him on the arm. I questioned her after about her behavior and liking him.  Other women have cheated on me. I feel I can't trust her.,"To be honest, it's hard for me to decide. I believe that I should limit my relationships with women or not go into deeper relationships"
I need to attend a meeting. I am anxious because last time I had a panic attack during a meeting. ,Work,"Apprehension, Worry, Dread, ",I'm going to have a panic attack again.,"Jumping to Conclusions (Fortune Teller Error), ",cbt,I need to attend a meeting. I am anxious because last time I had a panic attack during a meeting.  I'm going to have a panic attack again.,Every situation is different. You can't predict your future behaviour. I'm sure you will get well if you act calmly.
I need to attend a meeting. I am anxious because last time I had a panic attack during a meeting. ,Work,"Apprehension, Worry, Dread, ",I'm going to have a panic attack again.,"Jumping to Conclusions (Fortune Teller Error), ",cbt,I need to attend a meeting. I am anxious because last time I had a panic attack during a meeting.  I'm going to have a panic attack again.,I will not have a panic attack if i will try to stay calm 
I need to attend a meeting. I am anxious because last time I had a panic attack during a meeting. ,Work,"Apprehension, Worry, Dread, ",What will everyone think? I can't handle this. I'm so weak.,"Jumping to Conclusions (Mind Reading), Magnification, Labeling, ",cbt,I need to attend a meeting. I am anxious because last time I had a panic attack during a meeting.  What will everyone think? I can't handle this. I'm so weak.,People won't be there just to watch you all the time. They will stick to their own bussinesses.
